1,-0.10320759,-0.19401431,0.061836243,107
2,-0.27433777,-0.01943791,0.2579279,55
3,-0.45909023,-0.056004524,0.29651546,38
4,-0.1647892,-0.22759485,0.45120287,102
5,-0.1286993,-0.21378195,0.25957394,72
6,-0.027507782,-0.016288757,0.3439994,43
7,-0.2488985,-0.049858928,0.27720308,39
8,-0.41095924,-0.17474937,0.2548747,62
9,0.0073490143,0.021899164,0.28312063,38
10,-0.16798401,0.02601707,0.018537998,37
11,-0.058683395,0.060402274,0.0014600754,36
12,-0.06333542,-0.017465085,-0.72342443,39
13,0.749403,-0.058977485,0.076839924,53
14,0.77229786,0.026103765,-0.09822464,40
15,0.7941065,0.1045115,-0.48386383,40
16,0.80316067,0.3544153,-0.7705536,37
17,0.7837887,0.18513048,-0.099432945,41
18,0.36136532,0.3455873,-0.6536956,37
19,-0.14902115,0.21873966,-1.1357436,46
20,0.08010769,0.15518922,-0.77470016,37
21,-0.11284351,0.3020377,-0.90317917,37
22,0.0028524399,0.36610514,-0.72517586,39
23,0.04394245,0.3124765,-0.30294323,38
24,0.02729702,0.28502738,-0.5347705,36
25,0.19200897,0.19548565,-0.4122653,38
26,0.26339722,0.051939666,-0.41872025,38
27,0.4257326,0.10082847,-0.17096424,36
28,0.2432766,-0.07804716,-0.18000793,37
29,0.13348675,0.009290993,-0.15742254,41
30,0.24681473,0.32563168,-0.15295649,39
31,0.14153767,0.30723417,0.024291039,37
32,0.36213303,0.4718743,0.13083363,36
33,0.35245895,0.3628415,0.14471817,38
34,0.073023796,0.34727728,-0.008550644,38
35,-0.15466976,0.2416637,-0.14405727,37
36,-0.27960014,0.19508111,-0.27629995,36
37,-0.2780981,0.08800787,-0.3244195,36
38,-0.2867279,-0.12715638,-0.27145767,44
39,0.048355103,-0.03857267,0.2906723,37
40,-0.09944534,0.0094765425,0.07678127,38
41,-0.019536972,0.078381896,-0.18744373,44
42,1.3542175E-4,-0.05385357,-0.016256332,35
43,0.03730011,-0.1360665,0.008722305,36
44,-0.19804955,-0.35158718,-0.17498636,36
45,-0.15673256,-0.25432068,-0.13285446,39
46,-0.115878105,-0.38763696,-0.04421091,37
47,0.13670635,-0.25967026,-0.005466461,40
48,0.13050652,-0.22588152,0.016595364,36
49,0.16024685,-0.2240985,0.24013948,39
50,0.06477308,-0.16425568,0.20482635,74
51,-0.0117173195,-0.062454164,0.12168884,61
52,0.049782276,-0.0331645,0.22463465,44
53,0.10493469,-0.044915795,0.1908083,38
54,0.19652033,-0.09531456,0.2926159,40
55,0.055461884,-0.16549289,0.24522495,36
56,0.07788944,-0.013990164,0.199543,38
57,-0.21121216,-0.09913647,0.4194684,35
58,-0.130126,0.04391128,0.17991543,36
59,-0.24834633,0.036978602,0.21416616,36
60,-0.2522931,-0.021430492,0.24316931,37
61,-0.31620026,-0.068709016,0.15244484,38
62,-0.20703888,-0.19814873,0.21305561,40
63,0.0077400208,-0.35483795,0.21560907,99
64,-0.11103535,-0.26481777,0.16717339,232
65,-0.34275055,-0.26752165,-0.064538956,84
66,-0.43897343,-0.2824868,-0.08316231,71
67,-0.47182083,-0.42074075,-0.009708405,45
68,-0.3280115,-0.50692105,-0.06210375,45
69,-0.04587555,-0.513749,-0.009051323,42
70,0.10915661,-0.46280214,-0.21782446,39
71,0.14765358,-0.7508117,-0.24197865,37
72,0.19041157,-0.7582988,-0.15006733,39
73,0.1498766,-0.74245405,-0.25520372,38
74,0.08096123,-0.5920772,-0.23070002,38
75,0.038721085,-0.5074444,-0.21163559,38
76,0.10882664,-0.37536243,-0.3472848,61
77,-0.08908272,-0.582612,-0.28854752,38
78,0.05528736,-0.48864308,-0.14733839,37
79,0.1254654,-0.56539917,-0.014099121,36
80,0.011530876,-0.41833964,-0.17101097,37
81,-0.07616615,-0.29701075,-0.07604742,50
82,-0.17545414,-0.19308564,-0.35975313,39
83,-0.19816208,-0.36705187,-0.4504671,38
84,-0.066122055,-0.40810284,-0.23347521,67
85,0.093369484,-0.3594567,-0.26306534,38
86,0.10743904,-0.21735251,-0.39608574,37
87,0.13205814,-0.34065822,-0.17595243,39
88,0.06850433,-0.35608995,-0.25101852,40
89,0.08009052,-0.27162245,-0.11764383,42
90,-0.13205433,-0.085253894,-0.37071228,54
91,-0.0767231,4.056096E-4,-0.18990564,39
92,-0.031812668,0.07294178,-0.20129466,37
93,-0.020691872,0.0028132796,-0.13875866,41
94,-0.056425095,-0.072069764,-0.1761396,38
95,0.0909729,-0.05655259,-0.27482414,38
96,0.054966927,-0.078380704,-0.3543911,39
97,0.18091965,0.037279904,-0.19952607,41
98,-0.02176857,-0.19663906,-0.08316064,40
99,-0.01671791,-0.12793654,-0.1508429,40
100,-0.09679031,-0.24172068,-0.098629475,42
