1,0.058732986,0.13453543,-0.34056175,73
2,0.28579426,0.15008691,-0.1849105,44
3,0.22935581,0.1857973,0.06576988,52
4,0.3326578,0.016575187,0.15751013,51
5,0.03781891,0.43105644,-0.36672634,50
6,0.3498211,0.33123842,-0.19471335,36
7,0.16198921,0.33893687,0.014611363,47
8,-0.073488235,0.62342703,-0.047784507,44
9,0.009244919,0.7841804,0.08050305,42
10,0.24097633,1.3336291,0.05236852,56
11,0.07903004,1.8661003,-0.15410501,45
12,0.05270958,1.4304757,-0.07270199,53
13,0.05624771,-0.41317636,0.5260898,48
14,0.7013273,-4.0312786,-0.6034919,50
15,0.16854,-4.783762,-0.5914601,49
16,0.35255527,-4.1319127,1.0541254,55
17,0.63785744,-2.9107614,0.4405961,42
18,-0.4716034,-2.0200791,1.3887732,48
19,0.64293194,-1.1643088,0.52364707,51
20,-1.17939,0.49292123,1.251143,51
21,0.3488989,2.6874232,0.21356046,49
22,-0.37434578,2.8486645,-0.6261218,52
23,-0.29560566,2.732415,-0.10303408,50
24,0.506094,3.4889898,-0.8227214,51
25,0.28205967,3.5235162,0.62045026,50
26,0.30348015,3.5004275,0.7854073,50
27,0.36781216,3.4039032,0.8404552,48
28,0.31993198,3.0608072,1.1184307,60
29,0.26659298,3.3595026,0.86505115,45
30,0.2601509,3.662503,0.72950053,50
31,-0.49472237,2.9288025,1.6282989,46
32,-0.6424694,2.8776195,1.0667268,49
33,-0.412467,2.0682824,1.9469239,52
34,-0.40826607,1.514199,1.5170308,50
35,-0.23066711,0.67504174,1.6331389,50
36,0.93487453,-1.2316663,0.7479222,52
37,0.5717869,-2.596044,0.13695228,49
38,0.8678322,-3.6615188,-0.11317825,46
39,0.81758976,-3.5402489,0.30348635,53
40,-0.052272797,-3.2488587,-0.22956383,49
41,-0.027961731,-2.2027082,-0.5013547,57
42,-0.19173717,-2.4109282,-0.28772914,48
43,-0.7400408,-1.3266107,-0.5732945,46
44,0.7652569,-0.9686147,-0.25952363,54
45,0.09165573,-1.1196104,0.19792318,55
46,-0.0610075,-0.8183005,-0.08674991,53
47,0.006336212,-0.8553981,0.10418618,41
48,-0.4043522,-0.28819013,-0.4601766,48
49,-0.084760666,-0.3960713,-0.13522536,52
50,0.052804947,-0.2484712,-0.05117637,53
51,-0.29885197,-0.3139376,-0.20504886,49
